mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
74	74	440	440	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	880							284
74	74	881/2	881/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	881							
74	74	441	441	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	882							
74	74	883/2	883/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	883							285
74	74	442	442	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	884							
74	74	885/2	885/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	885							286
74	74	443	443	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	886							286
74	74	887/2	887/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	887							
75	75	444	444	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	888							
75	75	889/2	889/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	889							287
75	75	445	445	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	890							
75	75	891/2	891/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	891							
75	75	446	446	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	892							288
75	75	893/2	893/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	893							
75	75	447	447	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	894							
75	75	895/2	895/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	895							289
75	75	448	448	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	896							
75	75	897/2	897/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	897							
75	75	449	449	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	898							290
75	75	899/2	899/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	899							
76	76	450	450	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	900							
76	76	901/2	901/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	901							291
76	76	451	451	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	902							
76	76	903/2	903/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	903							
76	76	452	452	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	904							292
76	76	905/2	905/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	905							
76	76	453	453	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	906							
76	76	907/2	907/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	907							293
76	76	454	454	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	908							
76	76	909/2	909/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	909							294
76	76	455	455	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	910							294
76	76	911/2	911/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	911							
77	77	456	456	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	912							
77	77	913/2	913/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	913							295
77	77	457	457	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	914							
77	77	915/2	915/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	915							296
77	77	458	458	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	916							296
77	77	917/2	917/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	917							
77	77	459	459	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	918							
77	77	919/2	919/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	919							297
77	77	460	460	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	920							
77	77	921/2	921/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	921							298
77	77	461	461	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	922							298
77	77	923/2	923/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	923							
78	78	462	462	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	924							
78	78	925/2	925/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	925							299
78	78	463	463	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	926							
78	78	927/2	927/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	927							300
78	78	464	464	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	928							300
78	78	929/2	929/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	929							
78	78	465	465	0.75	3/4	3/4	Chord	12/8	1	1	3/16	1/8	3/2	930							
78	78	1863/4	1863/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	931							301
78	78	466	466	0.125	1	1	Chord	12/8	1	1	1/32	1/32	1	932							301
78	78	3729/8	3729/8	0.125	33/32	33/32	Chord	12/8	1	1	1/32	1/32	1	933							301
78	78	1865/4	1865/4	0.125	17/16	17/16	Chord	12/8	1	1	1/32	1/32	1	934							301
78	78	3731/8	3731/8	0.125	35/32	35/32	Chord	12/8	1	1	1/32	1/32	1	935							
78	78	933/2	933/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	936							302
78	78	467	467	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	937							302
78	78	935/2	935/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	938							
79	79	468	468	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	939							
79	79	937/2	937/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	940							303
79	79	469	469	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	941							
79	79	939/2	939/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	942							304
79	79	470	470	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	943							304
79	79	941/2	941/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	944							
79	79	471	471	0.75	3/4	3/4	Chord	12/8	1	1	3/16	1/8	3/2	945							
79	79	1887/4	1887/4	0.125	15/16	15/16	Chord	12/8	1	1	1/32	1/32	1	946							305
79	79	3775/8	3775/8	0.125	31/32	31/32	Chord	12/8	1	1	1/32	1/32	1	947							305
79	79	472	472	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	948							305
79	79	1889/4	1889/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	949							
79	79	945/2	945/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	950							306
79	79	473	473	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	951							306
79	79	947/2	947/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	952							
80	80	474	474	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	953							
80	80	949/2	949/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	954							307
80	80	475	475	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	955							
80	80	951/2	951/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	956							308
80	80	476	476	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	957							308
80	80	953/2	953/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	958							
80	80	477	477	0.75	3/4	3/4	Chord	12/8	1	1	3/16	1/8	3/2	959							
80	80	1911/4	1911/4	0.125	15/16	15/16	Chord	12/8	1	1	1/32	1/32	1	960							309
80	80	3823/8	3823/8	0.125	31/32	31/32	Chord	12/8	1	1	1/32	1/32	1	961							309
80	80	478	478	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	962							309
80	80	1913/4	1913/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	963							
80	80	957/2	957/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	964							310
80	80	479	479	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	965							310
80	80	959/2	959/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	966							
81	81	480	480	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	967							311
81	81	961/2	961/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	968							311
81	81	481	481	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	969							
81	81	963/2	963/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	970							312
81	81	482	482	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	971							312
81	81	965/2	965/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	972							
81	81	483	483	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	973							313
81	81	967/2	967/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	974							313
81	81	484	484	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	975							
81	81	969/2	969/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	976							314
81	81	485	485	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	977							314
81	81	971/2	971/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	978							
82	82	486	486	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	979							315
82	82	973/2	973/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	980							315
82	82	487	487	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	981							
82	82	975/2	975/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	982							316
82	82	488	488	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	983							316
82	82	977/2	977/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	984							
82	82	489	489	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	985							317
82	82	979/2	979/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	986							317
82	82	490	490	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	987							
82	82	981/2	981/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	988							318
82	82	491	491	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	989							318
82	82	983/2	983/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	990							
83	83	492	492	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	991							319
83	83	985/2	985/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	992							319
83	83	493	493	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	993							
83	83	987/2	987/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	994							320
83	83	494	494	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	995							320
83	83	989/2	989/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	996							
83	83	495	495	1.5	3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	997							
83	83	993/2	993/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	998							
83	83	1987/4	1987/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	999							321
83	83	497	497	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1000							321
83	83	1989/4	1989/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1001							321
83	83	995/2	995/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1002							321
83	83	1991/4	1991/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1003							
84	84	498	498	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1004							322
84	84	1993/4	1993/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1005							322
84	84	997/2	997/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1006							322
84	84	1995/4	1995/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1007							322
84	84	499	499	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1008							322
84	84	1997/4	1997/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1009							
84	84	999/2	999/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1010							323
84	84	1999/4	1999/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1011							323
84	84	500	500	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1012							323
84	84	2001/4	2001/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1013							323
84	84	1001/2	1001/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1014							323
84	84	2003/4	2003/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1015							
84	84	501	501	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1016							324
84	84	2005/4	2005/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1017							324
84	84	1003/2	1003/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1018							324
84	84	2007/4	2007/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1019							324
84	84	502	502	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1020							324
84	84	2009/4	2009/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1021							
84	84	1005/2	1005/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1022							325
84	84	2011/4	2011/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1023							325
84	84	503	503	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1024							325
84	84	2013/4	2013/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1025							325
84	84	1007/2	1007/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1026							325
84	84	2015/4	2015/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1027							
85	85	504	504	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1028							326
85	85	2017/4	2017/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1029							326
85	85	1009/2	1009/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1030							326
85	85	2019/4	2019/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1031							326
85	85	505	505	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1032							326
85	85	2021/4	2021/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1033							
85	85	1011/2	1011/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1034							327
85	85	2023/4	2023/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1035							327
85	85	506	506	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1036							327
85	85	2025/4	2025/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1037							327
85	85	1013/2	1013/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1038							327
85	85	2027/4	2027/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1039							
85	85	507	507	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1040							328
85	85	2029/4	2029/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1041							328
85	85	1015/2	1015/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1042							328
85	85	2031/4	2031/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1043							328
85	85	508	508	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1044							328
85	85	2033/4	2033/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1045							
85	85	1017/2	1017/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1046							329
85	85	2035/4	2035/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1047							329
85	85	509	509	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1048							329
85	85	2037/4	2037/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1049							329
85	85	1019/2	1019/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1050							329
85	85	2039/4	2039/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1051							
86	86	510	510	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1052							330
86	86	2041/4	2041/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1053							330
86	86	1021/2	1021/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1054							330
86	86	2043/4	2043/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1055							330
86	86	511	511	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1056							330
86	86	2045/4	2045/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1057							
86	86	1023/2	1023/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1058							331
86	86	2047/4	2047/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1059							331
86	86	512	512	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1060							331
86	86	2049/4	2049/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1061							331
86	86	1025/2	1025/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1062							331
86	86	2051/4	2051/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1063							
86	86	513	513	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1064							332
86	86	2053/4	2053/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1065							332
86	86	1027/2	1027/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1066							332
86	86	2055/4	2055/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1067							332
86	86	514	514	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1068							332
86	86	2057/4	2057/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1069							
86	86	1029/2	1029/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1070							333
86	86	2059/4	2059/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1071							333
86	86	515	515	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1072							333
86	86	2061/4	2061/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1073							333
86	86	1031/2	1031/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1074							333
86	86	2063/4	2063/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1075							
87	87	516	516	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1076							
87	87	2065/4	2065/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1077							334
87	87	1033/2	1033/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1078							334
87	87	2067/4	2067/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1079							334
87	87	517	517	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1080							334
87	87	2069/4	2069/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1081							
87	87	1035/2	1035/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1082							
87	87	2071/4	2071/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1083							335
87	87	518	518	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1084							335
87	87	2073/4	2073/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1085							335
87	87	1037/2	1037/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1086							335
87	87	2075/4	2075/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1087							
87	87	519	519	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1088							
87	87	2077/4	2077/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1089							336
87	87	1039/2	1039/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1090							336
87	87	2079/4	2079/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1091							336
87	87	520	520	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1092							336
87	87	2081/4	2081/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1093							
87	87	1041/2	1041/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1094							
87	87	2083/4	2083/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1095							337
87	87	521	521	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1096							337
87	87	2085/4	2085/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1097							337
87	87	1043/2	1043/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1098							337
87	87	2087/4	2087/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1099							
88	88	522	522	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1100							
88	88	2089/4	2089/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1101							338
88	88	1045/2	1045/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1102							338
88	88	2091/4	2091/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1103							338
88	88	523	523	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1104							338
88	88	2093/4	2093/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1105							
88	88	1047/2	1047/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1106							339
88	88	2095/4	2095/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1107							339
88	88	524	524	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1108							339
88	88	2097/4	2097/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1109							339
88	88	1049/2	1049/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1110							339
88	88	2099/4	2099/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1111							
88	88	525	525	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1112							
88	88	2101/4	2101/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1113							340
88	88	1051/2	1051/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1114							340
88	88	2103/4	2103/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1115							340
88	88	526	526	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1116							340
88	88	2105/4	2105/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1117							
88	88	1053/2	1053/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1118							341
88	88	2107/4	2107/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1119							341
88	88	527	527	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1120							341
88	88	2109/4	2109/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1121							341
88	88	1055/2	1055/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1122							341
88	88	2111/4	2111/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1123							
89	89	528	528	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1124							342
89	89	2113/4	2113/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1125							342
89	89	1057/2	1057/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1126							342
89	89	2115/4	2115/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1127							342
89	89	529	529	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1128							
89	89	2117/4	2117/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1129							
89	89	1059/2	1059/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1130							
89	89	2119/4	2119/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1131							343
89	89	530	530	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1132							343
89	89	2121/4	2121/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1133							343
89	89	1061/2	1061/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1134							343
89	89	2123/4	2123/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1135							
89	89	531	531	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1136							
89	89	2125/4	2125/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1137							344
89	89	1063/2	1063/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1138							344
89	89	2127/4	2127/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1139							344
89	89	532	532	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1140							344
89	89	2129/4	2129/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1141							
89	89	1065/2	1065/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1142							
89	89	2131/4	2131/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1143							345
89	89	533	533	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1144							345
89	89	2133/4	2133/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1145							345
89	89	1067/2	1067/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1146							345
89	89	2135/4	2135/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1147							
90	90	534	534	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1148							
90	90	1069/2	1069/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1149							
90	90	535	535	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1150							
90	90	1071/2	1071/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1151							
90	90	536	536	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1152							
90	90	1073/2	1073/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1153							
90	90	537	537	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1154							
90	90	1075/2	1075/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1155							
90	90	538	538	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1156							
90	90	1077/2	1077/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1157							
90	90	539	539	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1158							
90	90	1079/2	1079/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1159							
91	91	540	540	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1160							
91	91	1081/2	1081/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1161							
