mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:prallprall
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	279								
13	13	97/2	97/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	280								
13	13	389/8	389/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	281							33	
13	13	195/4	195/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	282							33	
13	13	391/8	391/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	283							33	
13	13	49	49	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	284							33	
13	13	393/8	393/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	285							33	
13	13	197/4	197/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	286							33	
13	13	395/8	395/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	287							33	
13	13	99/2	99/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	288							33	
13	13	397/8	397/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	289							33	
13	13	199/4	199/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	290							33	
13	13	399/8	399/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	291							33	
13	13	799/16	799/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	292								
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	293							34	
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	294								
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	295							35	
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	296								
13	13	51	51	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	297							36	
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	298								
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	299							37	
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	300								
13	13	48	48	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	301								
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	302								
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	303								
13	13	48	48	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	304								
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	305								
14	14	52	52	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	306								
14	14	209/4	209/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	307								
14	14	419/8	419/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	308								
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	309								
14	14	53	53	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	310								
14	14	425/8	425/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	311							38	
14	14	213/4	213/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	312							38	
14	14	427/8	427/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	313							38	
14	14	107/2	107/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	314							38	
14	14	429/8	429/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	315							38	
14	14	215/4	215/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	316							38	
14	14	431/8	431/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	317							38	
14	14	863/16	863/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	318								
14	14	54	54	0.125	1/2	1/2	Chord	4/4	1	1	1/32	1/32	1	319							39	
14	14	433/8	433/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32	1/32	1	320							39	
14	14	217/4	217/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	321							39	
14	14	435/8	435/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	322							39	
14	14	109/2	109/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	323							39	
14	14	437/8	437/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	324							39	
14	14	219/4	219/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	325							39	
14	14	439/8	439/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	326								
14	14	55	55	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	327							40	
14	14	441/8	441/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	328							40	
14	14	221/4	221/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	329							40	
14	14	443/8	443/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	330							40	
14	14	111/2	111/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	331							40	
14	14	445/8	445/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	332							40	
14	14	223/4	223/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	333							40	
14	14	447/8	447/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	334								
14	14	52	52	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	335								
14	14	52	52	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	336								
15	15	56	56	0.125	0	0	Chord	4/4	1	1	1/32	1/32	1	337							41	
15	15	449/8	449/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	338							41	
15	15	225/4	225/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	339							41	
15	15	451/8	451/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	340							41	
15	15	113/2	113/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	341							41	
15	15	453/8	453/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	342							41	
15	15	227/4	227/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	343							41	
15	15	455/8	455/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	344								
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	345							42	
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	346	ornamentTrill							
15	15	115/2	115/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	347							43	
15	15	461/8	461/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	348							43	
15	15	231/4	231/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	349							43	
15	15	463/8	463/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	350								
15	15	58	58	0.375	1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	351								
15	15	467/8	467/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	352							44	
15	15	117/2	117/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	353							44	
15	15	469/8	469/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	354							44	
15	15	235/4	235/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	355							44	
15	15	471/8	471/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	356								
15	15	59	59	0.375	3/4	3/4	Chord	4/4	1	1	3/32	1/16	3/2	357								
15	15	475/8	475/8	0.0625	27/32	27/32	Chord	4/4	1	1	1/64	1/64	1	358							45	
15	15	951/16	951/16	0.0625	55/64	55/64	Chord	4/4	1	1	1/64	1/64	1	359							45	
15	15	119/2	119/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	360							45	
15	15	477/8	477/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	361							45	
15	15	239/4	239/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	362							45	
15	15	479/8	479/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	363								
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	364								
16	16	60	60	0.125	0	0	Chord	4/4	1	1	1/32	1/32	1	365							46	
16	16	481/8	481/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	366							46	
16	16	241/4	241/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	367							46	
16	16	483/8	483/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	368							46	
16	16	121/2	121/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	369							46	
16	16	485/8	485/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	370							46	
16	16	243/4	243/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	371							46	
16	16	487/8	487/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	372								
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	373							47	
16	16	123/2	123/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	374								
16	16	495/8	495/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	375								
16	16	62	62	0.375	1/2	1/2	Chord	4/4	1	1	3/32	1/16	3/2	376							48	
16	16	499/8	499/8	0.0625	19/32	19/32	Chord	4/4	1	1	1/64	1/64	1	377							48	
16	16	999/16	999/16	0.0625	39/64	39/64	Chord	4/4	1	1	1/64	1/64	1	378							48	
16	16	125/2	125/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	379							48	
16	16	501/8	501/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	380							48	
16	16	251/4	251/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	381							48	
16	16	503/8	503/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64	1/64	1	382							48	
16	16	1007/16	1007/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64	1/64	1	383								
16	16	63	63	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	384							49	
16	16	505/8	505/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	385							49	
16	16	253/4	253/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	386							49	
16	16	507/8	507/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	387							49	
16	16	127/2	127/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	388							49	
16	16	509/8	509/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	389							49	
16	16	255/4	255/4	0.0625	15/16	15/16	Chord	4/4	1	1	1/64	1/64	1	390							49	
16	16	1021/16	1021/16	0.0625	61/64	61/64	Chord	4/4	1	1	1/64	1/64	1	391							49	
16	16	511/8	511/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	392								
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	393								
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	394								
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	3	1/8	1/8	1	395								
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	396								
17	17	129/2	129/2	0.0625	1/8	1/8	Chord	4/4	1	1	1/64	1/64	1	397								
17	17	1033/16	1033/16	0.0625	9/64	9/64	Chord	4/4	1	1	1/64	1/64	1	398							50	
17	17	517/8	517/8	0.0625	5/32	5/32	Chord	4/4	1	1	1/64	1/64	1	399							50	
17	17	1035/16	1035/16	0.0625	11/64	11/64	Chord	4/4	1	1	1/64	1/64	1	400							50	
17	17	259/4	259/4	0.0625	3/16	3/16	Chord	4/4	1	1	1/64	1/64	1	401							50	
17	17	1037/16	1037/16	0.0625	13/64	13/64	Chord	4/4	1	1	1/64	1/64	1	402							50	
17	17	519/8	519/8	0.0625	7/32	7/32	Chord	4/4	1	1	1/64	1/64	1	403							50	
17	17	1039/16	1039/16	0.0625	15/64	15/64	Chord	4/4	1	1	1/64	1/64	1	404								
17	17	65	65	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	405							51	
17	17	261/4	261/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	406							51	
17	17	523/8	523/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	407							51	
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	408	ornamentTrill						51	
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	409								
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	410								
17	17	133/2	133/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	411								
17	17	533/8	533/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	412							52	
17	17	267/4	267/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	413							52	
17	17	535/8	535/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	414							52	
17	17	67	67	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	415							52	
17	17	537/8	537/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	416							52	
17	17	269/4	269/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	417							52	
17	17	539/8	539/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	418							52	
17	17	135/2	135/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	419							52	
17	17	541/8	541/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	420							52	
17	17	271/4	271/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	421							52	
17	17	543/8	543/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	422								
17	17	64	64	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	423								
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	424								
17	17	64	64	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	425								
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	426								
18	18	68	68	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	427								
18	18	273/4	273/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	428							53	
18	18	547/8	547/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	429								
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	430								
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	431								
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	432								
18	18	139/2	139/2	0.375	3/8	3/8	Chord	4/4	1	1	3/32	1/16	3/2	433	ornamentTrill							
18	18	559/8	559/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	434								
18	18	1119/16	1119/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	435								
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	436								
18	18	141/2	141/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	437								
18	18	565/8	565/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	438							54	
18	18	283/4	283/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	439							54	
18	18	567/8	567/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	440								
18	18	71	71	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	441							55	
18	18	569/8	569/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	442							55	
18	18	285/4	285/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	443							55	
18	18	571/8	571/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	444							55	
18	18	143/2	143/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	445							55	
18	18	573/8	573/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	446							55	
18	18	287/4	287/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	447							55	
18	18	575/8	575/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	448								
18	18	68	68	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	449								
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	450								
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	451								
18	18	68	68	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	452								
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	3	1/8	1/8	1	453								
19	19	72	72	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	454							56	
19	19	289/4	289/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	455							56	
19	19	579/8	579/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	456							56	
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	457								
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	458								
19	19	73	73	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	459							57	
19	19	585/8	585/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	460							57	
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	461							57	
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	462								
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	463								
19	19	74	74	0.1875	1/2	1/2	Chord	4/4	1	1	3/64	1/32	3/2	464								
19	19	1187/16	1187/16	0.0625	35/64	35/64	Chord	4/4	1	1	1/64	1/64	1	465							58	
19	19	297/4	297/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	466							58	
19	19	595/8	595/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	467							58	
19	19	149/2	149/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	468							58	
19	19	597/8	597/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	469							58	
19	19	299/4	299/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	470							58	
19	19	599/8	599/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	471								
19	19	75	75	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	472							59	
19	19	601/8	601/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	473							59	
19	19	301/4	301/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	474								
19	19	603/8	603/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	475								
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	476								
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	477								
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	478								
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	479								
20	20	76	76	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	480								
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	481								
20	20	77	77	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	482							60	
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	483								
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	484							61	
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	485								
20	20	78	78	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	486								
20	20	315/4	315/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	487							62	
20	20	631/8	631/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	488								
20	20	79	79	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	489							63	
20	20	633/8	633/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	490							63	
20	20	317/4	317/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	491							63	
20	20	635/8	635/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	492							63	
20	20	159/2	159/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	493							63	
20	20	637/8	637/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	494							63	
20	20	319/4	319/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	495							63	
20	20	639/8	639/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	496								
20	20	76	76	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	497								
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	498								
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	499								
20	20	78	78	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	500								
20	20	76	76	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	501								
20	20	78	78	0.75	1/2	1/2	Chord	4/4	1	3	3/16	1/8	3/2	502								
21	21	80	80	0.0625	0	0	Chord	4/4	1	1	1/64	1/64	1	503								
21	21	1281/16	1281/16	0.0625	1/64	1/64	Chord	4/4	1	1	1/64	1/64	1	504								
21	21	641/8	641/8	0.375	1/32	1/32	Chord	4/4	1	1	3/32	1/16	3/2	505								
21	21	81	81	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	506								
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	507								
21	21	82	82	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	508								
21	21	329/4	329/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	509							64	
21	21	659/8	659/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	510							64	
21	21	165/2	165/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32	1/32	1	511							64	
21	21	661/8	661/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32	1/32	1	512							64	
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	513								
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	514								
21	21	333/4	333/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	515							65	
21	21	667/8	667/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	516							65	
21	21	167/2	167/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32	1/32	1	517							65	
21	21	669/8	669/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32	1/32	1	518							65	
21	21	335/4	335/4	0.0625	15/16	15/16	Chord	4/4	1	1	1/64	1/64	1	519							65	
21	21	1341/16	1341/16	0.0625	61/64	61/64	Chord	4/4	1	1	1/64	1/64	1	520							65	
21	21	671/8	671/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	521								
21	21	80	80	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	522								
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	523								
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	524								
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	525								
22	22	84	84	0.125	0	0	Chord	4/4	1	1	1/32	1/32	1	526							66	
22	22	673/8	673/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	527							66	
22	22	337/4	337/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	528							66	
22	22	675/8	675/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	529							66	
22	22	169/2	169/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	530							66	
22	22	677/8	677/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	531							66	
22	22	339/4	339/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	532							66	
22	22	679/8	679/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	533							66	
22	22	85	85	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	534							66	
22	22	681/8	681/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	535							66	
22	22	341/4	341/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	536							66	
22	22	683/8	683/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	537							66	
22	22	171/2	171/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	538							66	
22	22	685/8	685/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	539							66	
22	22	343/4	343/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	540							66	
22	22	687/8	687/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	541								
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	1	1	0											0
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	1	1	0											0, 1
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	542								0, 1
22	22	87	87	0.0	3/4	3/4	Spanner	4/4	1	1	0											
22	22	87	87	0.0	3/4	3/4	Spanner	4/4	1	1	0											
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	543	ornamentTrill							
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	544								
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	545								
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1	1	1	546								
23	23	88	88	4.0	0	0	Chord	4/4	1	2	1	1	1	547								
