mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	297								
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	298								
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	299								
40	40	78	78	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	300								
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	301								
40	40	78	78	0.5	0	0	Chord	2/4	1	4	1/8	1/8	1	302								
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	4	1/8	1/8	1	303								
41	41	80	80	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	304								
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	305								
41	41	80	80	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	306								
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	307								
41	41	80	80	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	308								
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	1	3	1/16	1/16	1	309								
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	1	3	1/16	1/16	1	310								
41	41	81	81	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	311								
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	312								
41	41	80	80	0.5	0	0	Chord	2/4	1	4	1/8	1/8	1	313								
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	4	1/8	1/8	1	314								
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	315								
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	316								
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	317								
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	318								
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	319								
42	42	82	82	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	320								
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	321								
42	42	82	82	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	322								
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	323								
42	42	82	82	0.5	0	0	Chord	2/4	1	4	1/8	1/8	1	324								
43	43	84	84	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	325								
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	326								
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	327								
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	328								
43	43	84	84	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	329								
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	330								
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	331								
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	332								
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	3	1/8	1/8	1	333								
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	334								
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	4	1/8	1/8	1	335								
44	44	86	86	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	336								
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	337								
44	44	87	87	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	338								
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	339								
44	44	86	86	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	340								
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	341								
44	44	87	87	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	342								
45	45	88	88	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	343								
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	344								
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	345								
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	346								
45	45	357/4	357/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	347								
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	348								
45	45	88	88	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	349								
45	45	89	89	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	350								
45	45	179/2	179/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	351								6
46	46	90	90	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	352								7
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	353								
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	354								8
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	355								
46	46	91	91	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	356								9
46	46	365/4	365/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	357								
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	358								10
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	359								
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	360								
46	46	91	91	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	361								
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	362								
47	47	92	92	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	363								
47	47	369/4	369/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				p							
47	47	369/4	369/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	364								
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	365								
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	366								
47	47	373/4	373/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	367								
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	368								
47	47	92	92	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	369								
47	47	93	93	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	370								11
47	47	187/2	187/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	371								12
47	47	92	92	0.25	0	0	Chord	2/4	1	3	1/16	1/16	1	372								
48	48	94	94	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	373								13
48	48	377/4	377/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	374								
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	375								14
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	376								
48	48	95	95	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	377								15
48	48	381/4	381/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	378								
48	48	191/2	191/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	379								16
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	380								
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	381								
48	48	95	95	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	382								
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	383								
49	49	96	96	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	384								
49	49	385/4	385/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				f							
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	385								17
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	386								17
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	387								17
49	49	97	97	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	388								17
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	389								17
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	390								17
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	391								
49	49	96	96	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	392								
50	50	98	98	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	393								
50	50	393/4	393/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				p							
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	394								18
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	395								18
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	396								18
50	50	99	99	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	397								18
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	398								18
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	399								18
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	400								
50	50	98	98	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	401								
51	51	100	100	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	402								
51	51	401/4	401/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				f							
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	403								
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	404								
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	405								
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	406								
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	407								
51	51	100	100	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	408								
51	51	101	101	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	409								19
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	410								20
52	52	102	102	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	411								
52	52	409/4	409/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				p							
52	52	409/4	409/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	412								
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	413								
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	414								
52	52	103	103	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	415								21
52	52	413/4	413/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	416								
52	52	207/2	207/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	417								22
52	52	415/4	415/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	418								
53	53	104	104	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	419								
53	53	417/4	417/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				f							
53	53	417/4	417/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	420								
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	421								
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	422								
53	53	421/4	421/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	423								
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	424								
53	53	105	105	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	425								23
53	53	211/2	211/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	426								24
54	54	106	106	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	427								25
54	54	425/4	425/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	428								
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	429								26
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	430								
54	54	107	107	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	431								27
54	54	429/4	429/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	432								
54	54	215/2	215/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	433								28
54	54	431/4	431/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	434								
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	435								
54	54	107	107	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	436								
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	437								
55	55	108	108	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	438								
55	55	433/4	433/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				p							
55	55	433/4	433/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	439								
55	55	217/2	217/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	440								
55	55	435/4	435/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	441								
55	55	437/4	437/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	442								
55	55	439/4	439/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	443								
55	55	108	108	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	444								
55	55	109	109	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	445								29
55	55	219/2	219/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	446								30
56	56	110	110	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	447								31
56	56	441/4	441/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	448								
56	56	221/2	221/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	449								32
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	450								
56	56	111	111	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	451								33
56	56	445/4	445/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	452								
56	56	223/2	223/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	453								34
56	56	447/4	447/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	454								
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	455								
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	456								
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	457								
57	57	112	112	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	458								
57	57	449/4	449/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				f							
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	459								35
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	460								35
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	461								35
57	57	113	113	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	462								35
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	463								35
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	464								35
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	465								
57	57	112	112	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	466								
58	58	114	114	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	467								
58	58	457/4	457/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				p							
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	468								36
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	469								36
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	470								36
58	58	115	115	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	471								36
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	472								36
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	473								36
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	474								
58	58	114	114	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	475								
59	59	116	116	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	476								
59	59	465/4	465/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				f							
59	59	465/4	465/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	477								
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	478								
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	479								
59	59	469/4	469/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	480								
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	481								
59	59	116	116	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	482								
59	59	117	117	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	483								37
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	484								38
60	60	118	118	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	485								39
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	486								
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	487								40
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	488								
60	60	119	119	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	489								41
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	490								
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	491								42
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	492								
60	60	118	118	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	493								
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	494								
60	60	119	119	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	495								
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	496								
61	61	120	120	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	497								
61	61	241/2	241/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	498								
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	499								
61	61	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	500								
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	501								
61	61	120	120	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	502								
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	503								
62	62	122	122	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	504								
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	505								
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	506								
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	507								
62	62	122	122	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	508								
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	509								
63	63	124	124	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	510								
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	511								
63	63	124	124	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	512								
63	63	249/2	249/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	513								
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	514								
63	63	125	125	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	515								
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	516								
63	63	124	124	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	517								
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	518								
64	64	126	126	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	519								
64	64	127	127	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	520								
64	64	126	126	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	521								
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	522								
64	64	127	127	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	523								
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	524								
65	65	128	128	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	525								
65	65	257/2	257/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	526								
65	65	515/4	515/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	527								
65	65	129	129	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	528								43
65	65	517/4	517/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	529								
65	65	259/2	259/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	530								44
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	531								
65	65	128	128	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	532								
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	533								
66	66	130	130	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	534								
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	535								
66	66	130	130	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	536								
66	66	261/2	261/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	537								45
66	66	523/4	523/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	538								
66	66	131	131	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	539								46
66	66	525/4	525/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	540								
66	66	263/2	263/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	541								47
66	66	527/4	527/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	542								
67	67	132	132	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	543								
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	544								
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	545								
67	67	133	133	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	546								48
67	67	533/4	533/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	547								
67	67	267/2	267/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	548								49
67	67	535/4	535/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	549								
67	67	132	132	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	550								
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	551								
68	68	134	134	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	552								
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	553								
68	68	135	135	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	554								
68	68	134	134	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	555								50
68	68	537/4	537/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	556								
68	68	269/2	269/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	557								51
68	68	539/4	539/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	558								
68	68	135	135	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	559								52
68	68	541/4	541/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	560								52
68	68	271/2	271/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	561								
68	68	543/4	543/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	562								
69	69	136	136	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	563								
69	69	273/2	273/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	564								
69	69	547/4	547/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	565								
69	69	137	137	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	566								
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	567								
69	69	136	136	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	568								
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	569								
70	70	138	138	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	570								
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	571								
70	70	139	139	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	572								
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	573								
70	70	138	138	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	574								
70	70	139	139	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	575								
70	70	138	138	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	576								
71	71	140	140	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	577								
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	578								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	579								
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	580								
71	71	140	140	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	581								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	582								
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	583								
