mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
55	54	649/4	649/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	578								
56	55	325/2	325/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	579								
56	55	651/4	651/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	580								
56	55	163	163	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	581								
56	55	653/4	653/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	582								
56	55	327/2	327/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	583								
56	55	655/4	655/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	584								
56	55	164	164	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	585								
56	55	657/4	657/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	586								
56	55	329/2	329/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	587								
56	55	659/4	659/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	588								
56	55	165	165	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	589								
56	55	661/4	661/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	590								
57	56	331/2	331/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	591								
57	56	663/4	663/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	592								
57	56	166	166	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	593								
57	56	665/4	665/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	594								
57	56	333/2	333/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	595								
57	56	667/4	667/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	596								
57	56	167	167	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	597								
57	56	669/4	669/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	598								
57	56	335/2	335/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	599								
57	56	671/4	671/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	600								
57	56	168	168	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	601								
57	56	673/4	673/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	602								
58	57	337/2	337/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	603								
58	57	675/4	675/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	604								
58	57	169	169	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	605								
58	57	677/4	677/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	606								
58	57	339/2	339/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	607								
58	57	679/4	679/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	608								
58	57	170	170	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	609								
58	57	681/4	681/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	610								
58	57	341/2	341/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	611								
58	57	683/4	683/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	612								
58	57	171	171	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	613								
58	57	685/4	685/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	614								
59	58	343/2	343/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	615								
59	58	687/4	687/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	616								
59	58	172	172	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	617								
59	58	689/4	689/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	618								
59	58	345/2	345/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	619								
59	58	691/4	691/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	620								
59	58	173	173	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	621								
59	58	693/4	693/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	622								
59	58	347/2	347/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	623								
59	58	695/4	695/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	624								
59	58	174	174	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	625								
59	58	697/4	697/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	626								
60	59	349/2	349/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	627								
60	59	699/4	699/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	628								
60	59	175	175	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	629								
60	59	701/4	701/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	630								
60	59	351/2	351/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	631								
60	59	703/4	703/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	632								
60	59	176	176	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	633								
60	59	705/4	705/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	634								
60	59	353/2	353/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	635								
60	59	707/4	707/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	636								
60	59	177	177	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	637								
60	59	709/4	709/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	638								
61	60	355/2	355/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	639								
61	60	711/4	711/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	640								
61	60	178	178	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	641								
61	60	713/4	713/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	642								
61	60	357/2	357/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	643								
61	60	715/4	715/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	644								
61	60	179	179	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	645								
61	60	717/4	717/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	646								
61	60	359/2	359/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	647								
61	60	719/4	719/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	648								
61	60	180	180	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	649								
61	60	721/4	721/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	650								
62	61	361/2	361/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	651								
62	61	723/4	723/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	652								
62	61	181	181	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	653								
62	61	725/4	725/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	654								
62	61	363/2	363/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	655								
62	61	727/4	727/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	656								
62	61	182	182	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	657								
62	61	729/4	729/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	658								
62	61	365/2	365/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	659								
62	61	731/4	731/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	660								
62	61	183	183	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	661								
62	61	733/4	733/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	662								
63	62	367/2	367/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	663								
63	62	735/4	735/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	664								
63	62	184	184	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	665								
63	62	737/4	737/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	666								
63	62	369/2	369/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	667	i6							
63	62	739/4	739/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	668								
63	62	185	185	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	669								
63	62	741/4	741/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	670								
63	62	371/2	371/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	671								
