mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
25	23	273/2	273/2	1.5	1	1	3/2	1	1	3/8		1/4	3/2		2	50	D3	3		253
25	23	138	138	0.5	11/8	11/8	3/2	1	1	1/8		1/8	1		0	48	C3	3		254
26	24	277/2	277/2	1.5	0	0	3/2	1	1	3/8		1/4	3/2		0	48	C3	3		259
26	24	140	140	0.25	3/8	3/8	3/2	1	1	1/16		1/16	1		1	43	G2	2		260
26	24	561/4	561/4	0.25	7/16	7/16	3/2	1	1	1/16		1/16	1		-1	41	F2	2		261
26	24	281/2	281/2	0.25	1/2	1/2	3/2	1	1	1/16		1/16	1		-3	39	Eb2	2		262
26	24	563/4	563/4	0.25	9/16	9/16	3/2	1	1	1/16		1/16	1		-1	41	F2	2		263
26	24	141	141	0.5	5/8	5/8	3/2	1	1	1/8		1/8	1		1	43	G2	2		264
26	24	283/2	283/2	2.0	3/4	3/4	3/2	1	2	1/2		1/2	1		0	36	C2	2		266
26	24	283/2	283/2	2.0	3/4	3/4	3/2	1	4	1/2		1/2	1		1	43	G2	2		268
26	24	283/2	283/2	2.0	3/4	3/4	3/2	1	3	1/2		1/2	1		-3	51	Eb3	3		267
26	24	283/2	283/2	2.0	3/4	3/4	3/2	1	1	1/2		1/2	1		2	62	D4	4	-200.0	265
