mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
33	32	247/2	247/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		0	48	C3	3		264
33	32	124	124	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		-4	56	Ab3	3		265
33	32	249/2	249/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		0	48	C3	3		266
33	32	125	125	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		2	50	D3	3		267
33	32	251/2	251/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		5	47	B2	2		268
34	33	126	126	0.5	0	0	2/2	1	2	1/8	1/8	1		-1	41	F2	2		276
34	33	126	126	0.5	0	0	2/2	1	4	1/8	1/8	1		5	47	B2	2		279
34	33	126	126	0.5	0	0	2/2	1	3	1/8	1/8	1		2	50	D3	3		278
34	33	126	126	0.5	0	0	2/2	1	1	1/8	1/8	1		3	57	A3	3	-200.0	269
34	33	253/2	253/2	0.5	1/8	1/8	2/2	1	1	1/8	1/8	1		-1	53	F3	3		270
34	33	127	127	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		-3	51	Eb3	3		271
34	33	255/2	255/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		2	50	D3	3		272
34	33	128	128	1.0	1/2	1/2	2/2	1	2	1/4	1/4	1		-3	39	Eb2	2		277
34	33	128	128	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		0	48	C3	3		273
34	33	129	129	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		-3	51	Eb3	3		274
34	33	259/2	259/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		0	48	C3	3		275
35	34	130	130	1.0	0	0	2/2	1	2	1/4	1/4	1		-1	41	F2	2		286
35	34	130	130	1.0	0	0	2/2	1	3	1/4	1/4	1		0	48	C3	3		288
35	34	130	130	1.0	0	0	2/2	1	1	1/4	1/4	1		2	50	D3	3		280
35	34	131	131	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		-3	51	Eb3	3		281
35	34	263/2	263/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		0	48	C3	3		282
35	34	132	132	1.0	1/2	1/2	2/2	1	2	1/4	1/4	1		-4	44	Ab2	2		287
35	34	132	132	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		2	50	D3	3		283
35	34	133	133	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		-1	53	F3	3		284
35	34	267/2	267/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		2	50	D3	3		285
36	35	134	134	1.0	0	0	2/2	1	2	1/4	1/4	1		1	43	G2	2		295
36	35	134	134	1.0	0	0	2/2	1	1	1/4	1/4	1		-3	51	Eb3	3		289
36	35	135	135	0.5	1/4	1/4	2/2	1	1	1/8	1/8	1		-1	53	F3	3		290
36	35	271/2	271/2	0.5	3/8	3/8	2/2	1	1	1/8	1/8	1		2	50	D3	3		291
36	35	136	136	1.0	1/2	1/2	2/2	1	2	1/4	1/4	1		-1	41	F2	2		296
36	35	136	136	1.0	1/2	1/2	2/2	1	3	1/4	1/4	1		0	48	C3	3		297
36	35	136	136	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		-3	51	Eb3	3		292
36	35	137	137	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		-2	58	Bb3	3	-200.0	293
36	35	275/2	275/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		-1	53	F3	3		294
37	36	138	138	1.0	0	0	2/2	1	1	1/4	1/4	1		1	55	G3	3		298
37	36	139	139	1.0	1/4	1/4	2/2	1	2	1/4	1/4	1		-3	39	Eb2	2		304
37	36	139	139	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		0	48	C3	3		299
37	36	140	140	0.5	1/2	1/2	2/2	1	2	1/8	1/8	1		-1	41	F2	2		305
37	36	140	140	0.5	1/2	1/2	2/2	1	3	1/8	1/8	1		0	48	C3	3		306
37	36	140	140	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		-3	51	Eb3	3		300
37	36	281/2	281/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		2	50	D3	3		301
37	36	141	141	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		1	43	G2	2		302
37	36	283/2	283/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		5	47	B2	2		303
38	37	142	142	2.0	0	0	2/2	1	2	1/2	1/2	1		0	36	C2	2		308
38	37	142	142	2.0	0	0	2/2	1	1	1/2	1/2	1		0	48	C3	3		307
